customerID,CREDIT_SCORE,VEHICLE_OWNERSHIP,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,AGE_16-25,AGE_26-39,AGE_40-64,AGE_65+,DRIVING_EXPERIENCE_0-9y,DRIVING_EXPERIENCE_10-19y,DRIVING_EXPERIENCE_20-29y,DRIVING_EXPERIENCE_30y+,EDUCATION_high school,EDUCATION_none,EDUCATION_university,INCOME_middle class,INCOME_poverty,INCOME_upper class,INCOME_working class,RACE_majority,RACE_minority,GENDER_female,GENDER_male,VEHICLE_YEAR_after 2015,VEHICLE_YEAR_before 2015,VEHICLE_TYPE_sedan,VEHICLE_TYPE_sports car
540591,-0.13969827,-0.30015585,0.20248769,-0.032587536,0.06918491,0.02257686,-0.003710761,0.14418247,-0.001821923,-0.017578786,-0.000406223,0.006980764,-0.6898217,-0.32295313,0.001060911,-0.22253862,-0.000396422,-0.001194824,0.000848465,-0.000285506,-0.000928755,-0.12661564,-0.000645572,0.005136748,0,-0.2117463,0,-0.6136325,0,-0.001443314,0
944620,0.15050147,0.8817171,-0.35229445,0.09530184,-0.02220022,-0.016383395,-0.004733085,0.12425513,0.00687568,-0.026007589,0.001544297,0.000110537,1.6209282,-0.23127468,-0.007209767,0.007731243,0.001996307,0.000492677,-0.001820942,0.005597574,0.006924243,0.041095603,-0.000759769,0.001575216,0,-0.3680266,0,0.23867173,0,-0.000495298,0
152261,-0.0117656,-0.3828372,-0.20980455,-0.016944002,-0.006469646,0.027112959,-0.00450839,-0.6824226,-0.00100106,-0.08893145,-0.000182603,0.000190979,-1.1093452,-0.567231,-0.008572746,0.026686909,0.000454317,-0.019683136,-0.000588988,0.00204295,-0.00143708,-0.042174947,-0.0103279,0.003330039,0,0.26826158,0,0.18280233,0,-0.006471809,0
261229,0.05508436,-0.58649546,0.07045085,-0.04377718,-0.13282886,-0.009379817,-0.000588636,0.14003439,-0.005202931,-0.013246283,0.000259883,0.000204915,1.2022723,-0.15060776,-0.005064939,0.009936634,-0.000246632,0.000337301,0.004069978,0.001381886,-0.001175713,0.017067246,0.004099358,0.007233072,0,0.31825295,0,-1.3561088,0,-0.000294185,0
893816,0.03379715,-0.49637577,-0.17586927,-0.027972732,-0.059912164,-0.02364187,-0.001639157,0.11486111,0.003355608,-0.014463128,0.000361556,-0.000192119,1.0356263,-0.14309853,-0.003814731,0.019110905,-0.000396422,0.008436786,-0.000784595,0.000992898,-0.001531015,-0.09884984,-0.000667509,-0.05206226,0,-0.42345273,0,-1.1840689,0,-9.95E-05,0
213400,0.05107275,0.9279333,-0.33344105,0.08021615,-0.097390905,-0.07936283,-0.005352594,0.120789185,-0.00313584,0.08565073,0.001045565,0.000110537,-0.85204995,0.45138776,-0.004080743,0.023996891,-0.001083771,0.000354951,0.001647553,-0.02546237,-0.004986716,0.039022915,-0.000778417,0.003106485,0,-0.39781168,0,0.21443097,0,0.003527139,0
39537,-0.03136634,-0.524247,0.15591179,0.041096218,-0.007775083,-0.023484008,-0.000639024,0.12329747,-0.001190543,-0.021525793,0.001786217,0.000231719,1.5807449,-0.19752541,-0.001250606,0.014487315,-0.000246632,-7.29E-05,0.004069978,0.002146709,-0.000831345,-0.04663125,-0.000576072,0.002306817,0,0.40910503,0,0.33026636,0,0.000190156,0
423497,0.0696604,-0.5643039,0.1676092,0.04314147,0.07763079,-0.022349646,-6.71E-05,0.110515825,0.001197007,-0.0174125,0.002555171,7.51E-05,1.2688795,-0.15320309,-0.004464631,0.009518554,0.00073023,-0.000508918,-0.000784595,0.001847524,-0.001523553,0.02938706,0.003073776,0.001690537,0,-0.3681983,0,0.34012586,0,0.001015209,0
5195,0.14945355,-0.4553483,-0.19419591,-0.02349565,-0.05961,-0.021773037,-0.001723732,0.09819557,0.003355608,-0.014463128,-0.003297339,4.83E-05,1.0422057,-0.14312132,-0.003814731,0.012634096,-0.00541818,-0.000414931,0.001685823,0.001048401,-0.001531015,-0.10022142,-0.000667509,0.004370796,0,-0.44270998,0,-1.1309981,0,0.005514736,0
658487,-0.0487321,-0.5350752,0.14995345,-0.03119473,0.08932066,-0.092199534,0.003261322,-0.050389525,-0.000959314,0.04387579,0.000408456,0.000231719,-0.85785425,0.33687773,0.000181272,0.016362753,0.000454317,-0.00019871,-0.000588988,0.002091337,-0.002234117,-0.027913114,-0.000726551,0.002857355,0,0.2931701,0,0.29482248,0,-0.000438555,0
792966,0.119480334,-0.4311181,0.23649843,-0.03947804,-0.11888247,0.0610729,-0.001387614,0.11650363,-0.001217293,-0.05080836,0.00025855,-0.00030237,-0.8069474,0.35177016,-0.001317421,0.012799023,-0.000396422,0.010317935,-0.000388469,-0.009266998,-0.001841071,0.033222023,-0.000645572,-0.018894738,0,-0.28706074,0,0.27128267,0,0.000455857,0
401212,0.2411429,-0.31508908,-0.19717091,-0.01658933,-0.08214659,0.017335769,-0.002299893,-0.14520714,-0.00100106,-0.07358885,-0.001131608,0.000267165,-1.0321469,-0.4265788,-0.001182046,0.010450661,-0.000246632,0.006035041,-0.000588988,0.00204295,-0.001646691,0.014019685,0.008063328,0.002495627,0,0.2905981,0,0.23183216,0,-0.000608058,0
560773,-4.40E-05,-0.4429522,-0.08505181,0.017812848,-0.030035662,-0.028404487,-0.001724849,-0.058966774,-0.000345695,-0.024933312,-0.013199678,0.000204915,-0.65590405,0.24935952,-0.002901494,0.025654864,-0.000246632,0.000519086,0.001457264,0.001429291,-0.001185215,-0.02826343,-0.001115471,0.004562114,0,0.308229,0,-0.859092,0,-0.001553475,0
636102,-0.15055847,1.010625,0.16203819,0.08152626,0.17441058,-0.03853933,-0.003456309,0.13079406,-0.002732083,-0.023034414,-0.000507358,-0.004001659,-0.8198221,0.32354048,0.001055902,0.006892806,-0.001083771,0.001292849,0.001647553,0.03586555,-0.001725908,0.058964424,-0.000636018,0.012913499,0,-0.23630227,0,-1.1283119,0,0.004530089,0
771433,-0.18898757,0.97301036,-0.10422723,-0.033441424,-0.12964268,-0.012647777,-0.005282799,0.18291903,0.022083446,-0.01710922,4.29E-05,0.000204915,1.459462,-0.20892584,-0.005562997,0.007142882,0.000902972,0.008738926,-0.008473232,0.004530279,0.005462344,0.020361144,-0.001226328,0.003809436,0,0.39885765,0,-1.1770455,0,-0.000855769,0
912419,-0.019234922,-0.42552757,-0.28685045,-0.019867333,-0.013663178,-0.025467973,-0.001420286,0.11129242,-0.00222568,-0.047313698,-0.003676645,0.000110537,-0.8020365,0.34463444,-0.004060666,0.021594996,-0.000396422,0.008257235,-0.000388469,-0.007936914,-0.001841071,0.02666111,-0.00078797,0.002680137,0,-0.37845257,0,0.22698867,0,0.000170159,0
858716,0.05845451,-0.523755,0.13000996,-0.030202776,-0.029504659,-0.026246538,-0.000165118,0.12084699,0.004383584,-0.019712137,0.000259883,0.000267165,1.4993205,-0.17790353,-0.00462535,0.011144639,-0.000246632,-3.06E-05,0.004069978,0.002146709,-0.001303451,0.014469199,0.004099358,0.001632758,0,0.38454208,0,0.39793018,0,0.000252669,0
868143,0.049602054,0.7737407,-0.27519798,0.06635231,-0.035953157,-0.019999206,-0.005609722,0.1560698,0.00687568,-0.029110316,0.000344469,0.000267165,1.8148643,-0.2748925,-0.006682863,0.030473622,0.000902972,0.003779172,-0.008473232,-0.038610905,-0.001303451,0.024048256,-0.001156798,0.00116407,0,0.4063139,0,0.2306771,0,-0.000516627,0
152162,-0.002197112,-0.39781168,-0.17059557,-0.02074921,-0.03746416,-0.025143385,-0.001460995,-0.02102927,-0.00100106,-0.02640341,9.85E-05,-0.000192119,-0.5945103,0.22449541,-0.001570203,0.019912137,-0.000396422,-0.000575994,0.000848465,0.001092354,-0.00441826,-0.049242087,-0.00078797,0.003478993,0,-0.32440317,0,-0.77762926,0,-0.001016944,0
85670,0.013547221,-0.42292675,-0.16737278,-0.021556513,-0.05605773,-0.095036425,-0.001786102,0.11935578,-0.002092933,0.013231061,0.000433322,4.83E-05,-0.6052992,0.19931412,-0.001570203,0.019521683,-0.000396422,-0.000575994,0.000848465,-0.000148561,-0.004522072,-0.09449098,-0.000748459,0.003341648,0,-0.35575736,0,-0.83707225,0,-0.001016944,0
917746,0.014001438,-0.44347066,-0.059450537,-0.017269615,-0.13621116,-0.10211308,-0.00306583,0.18804598,-0.001126292,-0.021249577,-0.003089931,0.000204915,-0.71098584,0.229131,-0.003475128,0.025321372,-0.000246632,-0.00025929,0.001457264,0.001103255,-0.003991017,-0.04274456,-0.001185,0.003131803,0,0.36896616,0,-0.83502126,0,-0.001580814,0
345254,-0.29908854,-0.5995134,-0.06298278,-0.020207942,-0.05956026,-0.023111688,-0.001822547,0.17459166,-0.000466442,0.006216083,-0.036812592,0.000257871,0.9921425,-0.16159429,-0.004572387,0.02967181,-0.000246632,0.000449092,0.004069978,0.000149279,-0.001175713,-0.04772161,-0.001064539,0.003990692,0,0.54044485,0,-1.452887,0,-0.000860271,0
37656,0.39149672,-0.36226642,-0.14397418,-0.045318745,-0.07020557,0.28590387,8.14E-05,-0.7562107,-3.44E-05,-0.07704075,-0.016773952,-0.000397413,-1.1035961,-0.56491923,-0.045946617,-0.15646292,0.000454317,-0.012060466,-0.000588988,-0.026582547,-0.001646691,0.009266178,-0.009187426,0.00140587,0,0.19341463,0,0.2174493,0,-0.010871047,0
852514,-0.19342083,-0.46620747,0.045754205,-0.028234914,-0.05822197,-0.09375785,-0.000664426,0.13442913,-0.001821923,-0.07449037,0.000287765,-0.000268795,-0.65501684,0.21483631,0.001198173,0.009734551,-0.000246632,0.000411387,0.001457264,-0.015408774,-0.003991017,-0.045839723,-0.000726551,0.006187366,0,0.2613638,0,-1.2214694,0,-0.000684745,0
403707,-0.03439824,0.5646766,0.24470311,-0.06898307,-0.02444763,0.03247211,0.004967574,0.12913603,-0.013300832,-0.08069953,-0.003061236,0.000110537,-1.1709652,-0.7913303,-0.0396944,0.011554272,0.07403763,0.000547722,-0.000651801,-0.03436495,-0.001393399,0.04241416,-0.00080736,-0.053952605,0,-0.24257152,0,0.19295658,0,0.027459411,0
607487,0.57844466,-0.38267592,-0.15247402,-0.039123725,-0.068117045,0.2857425,-0.000428264,-0.73947287,-3.44E-05,-0.077941425,-0.01663367,-0.000397413,-1.0722965,-0.5083232,-0.04562394,-0.15646292,0.000454317,-0.011276371,-0.000588988,-0.030025842,-0.001646691,0.011515496,-0.009187426,-0.015448114,0,0.20796151,0,0.21735004,0,-0.010871047,0
749784,-0.023832873,-0.2695145,-0.208322,-0.023205929,-0.062246267,0.032627508,-0.004356957,0.21090136,-0.00222568,-0.04540687,-0.00055178,-0.00058112,-0.7806743,-0.3946478,-0.019498166,-0.4952854,-0.000246632,-0.003693342,0.001457264,0.00090431,-0.000783064,-0.06320026,-0.001185,0.003364567,0,0.28944743,0,-0.45948523,0,-0.009520436,0
774388,-0.12856877,0.7784871,-0.14914659,-0.03812663,-0.10556886,0.034140445,-0.005247108,-0.15203226,-0.002527079,0.04322206,0.004587993,4.83E-05,-0.7038474,0.3202125,-0.003633301,0.000691366,-0.001083771,0.003378963,-0.000651801,0.001530969,0.018156588,0.020800995,-0.000847946,0.002352,0,-0.28396198,0,-1.128704,0,0.003231832,0
306489,0.017641775,-0.29016688,0.24143283,-0.03562824,-0.061824817,0.070154525,0.001680497,0.14213575,-0.001821923,-0.043147318,-0.000406223,-0.000192119,-0.7132302,-0.35905603,0.001060911,-0.2259025,0.00073023,-0.001364139,-0.000388469,0.000857299,-0.000928755,-0.11587788,-0.000645572,0.005261921,0,-0.21632522,0,-0.5965845,0,-0.002771698,0
616551,-0.046834588,-0.30807063,0.1821413,-0.02980476,0.09127624,-0.024312727,-0.003369835,-0.095005475,-0.000959314,-0.05246305,-0.001746969,7.51E-05,-0.95307505,-0.42852822,-0.0423949,0.014524871,-0.000396422,-0.000649401,0.000848465,0.001906156,-0.006001652,-0.070852,-0.000645572,0.003929632,0,-0.26432267,0,0.21268962,0,-1.93E-06,0
335156,-0.002674318,-0.51341075,0.19437082,0.037482735,0.1206358,-0.044765558,7.99E-05,0.116496526,-0.000871497,0.032452866,-0.001210875,7.51E-05,-0.75890243,0.2554919,-0.003032754,0.003305537,0.00073023,-0.000501335,-0.000388469,0.001628488,-0.00163146,0.02338758,0.003358978,0.00394385,0,-0.27757648,0,0.29032207,0,-3.87E-05,0
849845,0.017470352,0.8609945,0.20547143,-0.06290522,-0.05482515,-0.019448003,-0.001283417,0.10215961,-0.012956002,0.02127604,0.000619372,0.000110537,1.5758456,-0.23730439,-0.004464631,0.010551609,0.001996307,0.000510955,-0.001820942,0.006655607,0.009180881,0.040109552,-0.000664362,0.002077125,0,-0.32972145,0,0.33219102,0,5.83E-05,0
705418,-0.041826606,0.8502129,0.16219299,0.029244244,0.0461789,-0.015696282,-0.000744694,0.11076043,0.00660028,-0.023303289,0.000261093,0.000231719,1.6977029,-0.2468759,-0.00462535,0.010546922,-0.000490198,-0.006181397,-0.008473232,0.008862512,0.003802288,0.028896503,-0.00073786,0.002700613,0,0.33200836,0,0.29903522,0,0.001236698,0
482232,0.072595954,0.7613907,-0.26097488,-0.03097248,-0.032509282,-0.022287447,-0.005258387,0.117382996,0.022083446,-0.026960734,0.000236121,0.000267165,1.7064695,-0.24343538,-0.007370486,0.011331086,-0.000490198,-0.005545986,-0.008473232,0.007710623,-0.001303451,0.017670577,0.007350301,0.000899825,0,0.40800408,0,0.2963606,0,0.000618192,0
296497,-0.002417199,-0.44019118,-0.07243499,-0.013498076,-0.08395707,-0.023636011,-0.001749278,-0.052021928,9.83E-05,-0.024802214,-0.002908765,0.000204915,-0.6790064,0.24650565,-0.002901494,0.025711827,-0.000246632,0.000383406,0.001457264,0.001429291,-0.001394826,-0.027387666,-0.001185,0.003940343,0,0.3128842,0,-0.8584797,0,-0.001580814,0
939560,0.17774864,-0.52223355,-0.09253687,-0.023325125,-0.061084,-0.026528398,-0.001639157,0.17961413,0.003355608,0.011702522,0.000163101,0.000204915,1.1331093,-0.15291284,-0.005146022,0.025780998,0.000454317,0.000222639,-0.001570654,0.000177081,-0.001175713,-0.04759853,-0.001104304,-0.05206226,0,0.4378295,0,-1.282298,0,-0.001818613,0
404782,-0.00343387,-0.4979045,0.20703468,0.037323367,0.008959945,-0.043615416,0.0001136,0.118509516,-0.000871497,0.034857135,0.00154858,7.51E-05,-0.7689819,0.29426548,-0.003032754,0.008571777,-0.000396422,-0.000618495,0.000848465,0.001628488,-0.00163146,0.025406709,0.003358978,-0.030388642,0,-0.2827612,0,0.29850152,0,0.000463577,0
948376,-0.02743777,0.90609217,-0.2531013,-0.022884624,-0.062609434,0.25963354,-0.008229416,0.042053834,-0.002394331,0.10473189,-0.001755274,0.000184333,-0.8240365,0.52639884,-0.007182166,0.03135342,-0.000490198,-0.001041063,0.004086162,0.00690715,-0.001884636,-0.031923786,-0.001244975,0.006488339,0,0.4322277,0,0.33807546,0,0.000323538,0
171918,0.12524495,-0.29916924,0.026310463,0.040306892,0.21864179,-0.0349512,-0.06252684,-0.1421547,-0.000436697,-0.02337242,0.002694162,2.20E-06,-0.8214294,-0.3020448,-0.035621017,0.008603849,-0.000246632,0.002825787,0.001457264,0.00147827,-0.001506363,-0.037101913,-0.000696533,0.007712759,0,0.20611008,0,-0.74010694,0,-0.001004571,0
447397,0.12119485,-0.31125152,0.013980504,0.044913363,0.29676792,-0.03166945,-0.002446147,0.16405761,-0.000871497,-0.02311438,0.004685947,2.20E-06,-0.81455255,-0.30328017,-0.035621017,0.008061687,-0.000246632,0.002825787,0.001457264,0.001152234,-0.000573453,0.008547975,-0.000696533,0.005931582,0,0.2878607,0,-0.75839996,0,-0.001004571,0
936024,0.38675234,0.5054592,-0.23684582,-0.029254416,-0.09025448,0.028769067,-0.005715533,-0.18441258,-0.002527079,-0.095164426,0.000581408,-0.00030237,-1.1418839,-0.73342645,-0.03432975,-0.2882978,-0.001083771,0.039632607,-0.000651801,0.003188712,-0.006211263,0.024192989,0.006222781,0.000660194,0,-0.3144118,0,0.15792096,0,0.001103512,0
299279,-0.09583497,-0.2712392,-0.39855564,-0.020349415,-0.07897075,0.070529826,0.000816564,-0.04979975,-0.000868312,-0.07339409,-0.003908093,-0.000155666,-0.9752596,-0.5091041,-0.031280156,-0.62402207,-0.000396422,-0.004967338,0.000848465,0.001149297,-0.006211263,-0.05207946,-0.00078797,0.003389803,0,-0.2974941,0,0.13241526,0,-0.00784194,0
444245,0.040050127,1.0383816,-0.11553528,-0.06100787,-0.13445964,-0.017334739,-0.004906996,0.16308641,-0.012997747,-0.018762333,8.64E-05,-0.00058112,1.5825852,-0.22042039,-0.004572387,0.026016533,-0.000490198,0.008668819,0.025004512,0.004629,-0.001175713,-0.067927234,-0.001226328,-0.051491495,0,0.53208023,0,-0.98535717,0,-0.000682366,0
396240,0.052965336,0.5728364,0.20861614,0.051090945,0.11765916,-0.028132096,-0.003089205,-0.18335092,-0.001321895,-0.07374848,-0.024549603,7.51E-05,-1.1692191,-0.7112116,-0.034678385,0.0105296,-0.001083771,0.000936221,-0.000651801,0.007061884,-0.006560745,0.027409215,0.005060572,-0.03762178,0,-0.29253963,0,0.21979713,0,0.003959884,0
898932,0.028218951,-0.44482934,-0.036529813,-0.021725262,-0.088720776,-0.03306647,-0.00170976,0.18300396,-0.001126292,0.021813806,6.01E-05,0.000204915,-0.6696621,0.2270232,-0.002901494,0.025321372,-0.000246632,0.000339515,0.001457264,-1.17E-05,-0.000845372,-0.04382654,-0.001145489,0.003845454,0,0.36521915,0,-0.89737916,0,-0.001580814,0
911327,0.002723398,0.8322922,0.25814667,-0.03662602,-0.05762161,0.07255924,-0.004252274,-0.40934327,-0.003451974,-0.09939188,-0.000398322,0.000226425,-1.2683926,-0.87256163,-0.038856972,0.015829947,-0.000490198,-0.001066889,0.004086162,0.02260351,-0.001646691,-0.0477685,-0.006975083,0.003839734,0,0.32473722,0,0.26006004,0,-0.003370039,0
861216,0.019424738,-0.46110305,-0.19113337,-0.02000745,-0.01644201,-0.081665985,0.006037595,0.15497248,-0.002092933,-0.046357017,0.000287765,-0.000544667,-0.88632464,0.37212965,-0.003918395,0.031664934,0.000454317,-0.000270583,-0.000588988,0.001560367,-0.004118756,-0.037907716,-0.001185,-0.01720542,0,0.48659015,0,0.28677544,0,-0.000699837,0
24832,0.055917893,-0.3968708,-0.06562675,-0.01538124,-0.10146116,0.17322497,-0.001799693,-0.22903565,-3.44E-05,-0.040241074,-0.000460979,-0.00058112,-0.6393395,0.27391428,-0.004056756,0.024677355,-0.000246632,-0.004354044,0.001457264,0.001429291,-0.001394826,-0.041823264,-0.001185,0.002368262,0,0.31337282,0,-0.9584914,0,-0.005781295,0
138845,0.006158944,-0.328189,0.18374601,0.03003286,-0.03472726,0.09122614,-0.002545549,-0.045180574,-0.000436697,-0.077162005,-0.010473517,0.000267165,-1.075525,-0.57328343,-0.0398363,0.016237564,-0.000246632,-0.000188455,0.001457264,0.002243093,-0.00143708,-0.04100851,-0.000696533,0.003366641,0,0.2532609,0,0.22859733,0,-0.000210661,0
98194,-0.05608093,-0.3853569,-0.34763768,-0.030099206,-0.07057867,0.07624831,-0.007300798,-0.8344127,-3.44E-05,-0.09238474,-0.004467563,-0.000397413,-1.1368861,-0.61173815,-0.03343632,-0.63865787,-0.000246632,-0.016026704,0.001457264,0.007634473,-0.001646691,-0.026679287,-0.009187426,0.00222558,0,0.22451554,0,0.14548418,0,-0.017979303,0
969222,-0.048053652,0.8478499,0.16961513,0.028964743,-0.014282797,-0.018273009,-0.000734044,0.10911801,0.00660028,-0.024080051,0.000261093,0.000267165,1.754595,-0.2591308,-0.00462535,0.010546922,-0.000490198,-0.006181397,-0.008473232,0.008862512,-0.000831345,0.028119832,0.004462541,0.002663493,0,0.33433375,0,0.3191889,0,0.001226441,0
522923,-0.026766896,-0.5261647,0.14688772,0.043883942,0.017679315,-0.025604693,-0.000639024,0.11691265,-0.000164655,0.022791686,0.001786217,0.000231719,1.5063196,-0.18706036,-0.001250606,0.014487315,-0.000246632,-7.29E-05,0.004069978,0.00195413,-0.000831345,-0.04663125,-0.000615837,0.002306817,0,0.41042456,0,0.334402,0,0.000190156,0
559214,-0.018240456,-0.4837499,0.24300268,0.057947256,0.31824353,0.112777956,-0.000800567,0.11285329,-9.68E-05,0.041740693,-0.000307289,7.51E-05,-0.70829934,0.27701592,0.002821337,0.003036806,-0.000396422,-0.000501335,0.000848465,0.001628488,-0.00163146,0.031476907,0.003358978,0.004772816,0,-0.28192222,0,0.26734805,0,0.000544871,0
690509,0.040287286,-0.3370155,-0.26538056,-0.031797126,-0.11080731,0.060091168,-0.004397236,-0.6947089,-0.00100106,-0.054065906,-0.003811311,-0.00015784,-0.7372361,-0.38698873,-0.019366298,-0.37742957,0.00073023,-0.022451095,-0.000388469,0.006844279,-0.002518303,-0.07353176,-0.003770114,0.003199595,0,-0.22245695,0,-0.46495587,0,-0.022938427,0
658335,0.074847676,-0.53218675,-0.2814559,0.03642076,-0.020995911,-0.024459625,-0.001502225,0.122512266,0.001472408,-0.021602176,0.002555171,0.000110537,1.4595906,-0.18605691,-0.006542223,0.026727257,0.00073023,-0.000596531,-0.000784595,-0.008158702,-0.001523553,0.024907399,-0.00059798,0.001448748,0,-0.42885676,0,0.2930368,0,0.000235585,0
368643,0.24966367,-0.42248908,-0.19657545,-0.031671476,-0.10059456,0.000613251,-0.004182275,-0.7865529,-3.44E-05,-0.08133033,-0.000796225,0.000226425,-1.0885063,-0.45606175,0.004004127,0.007163284,-0.000246632,-0.018489249,0.001457264,0.007993819,-0.001646691,-0.03998554,-0.009187426,0.001586041,0,0.2778807,0,0.2132096,0,-0.009840075,0
63715,0.26254725,-0.48487353,0.1906477,-0.07193181,-0.048357483,0.019555805,0.000403165,-0.7868057,-0.000959314,-0.08026523,-0.00437078,-0.000397413,-1.0436984,-0.52487785,-0.00721586,0.010827922,-0.000246632,-0.005555685,0.001457264,0.008193963,-0.00143708,-0.037753236,-0.003632402,0.00339466,0,0.22882424,0,0.27086395,0,-0.009653874,0
565198,0.006048457,0.8452027,0.17439274,-0.024115797,-0.034284916,-0.016900314,-0.001429681,0.106562845,0.031394556,-0.024152515,9.58E-05,0.000267165,1.7549858,-0.26212445,-0.00462535,0.011247929,-0.000490198,-0.006053751,-0.008473232,0.008862512,0.006058927,0.022402175,-0.000807389,0.002077125,0,0.35865447,0,0.34237352,0,0.001199101,0
924998,-0.07272277,-0.27719432,-0.26314315,-0.014833345,-0.017508475,-0.016156636,-0.004360125,-0.10415,-0.000868312,-0.05958609,-0.001746969,2.77E-05,-0.98989594,-0.45561138,-0.015030277,0.025510387,-0.000396422,-0.000721274,0.000848465,0.001508643,-0.006001652,-0.06961534,-0.00078797,0.003779893,0,-0.32577857,0,0.21134266,0,-0.000296272,0
229818,-0.05317371,-0.35355708,-0.35913607,-0.029072039,-0.08993554,0.04798436,-0.007290431,-0.65155613,-0.000868312,-0.07934959,-0.003908093,-0.000268091,-1.0127318,-0.5407761,-0.03245951,-0.54696757,0.00073023,-0.024423784,-0.000388469,0.007297536,-0.006211263,-0.065102674,-0.003770114,0.003158123,0,-0.26132596,0,0.13038078,0,-0.018074786,0
